month,region,student_loan_count,credit_reporting_count,debt_collection_count,federal_student_loan_servicing_count,non_federal_student_loan_count,private_student_loan_count
2023-07,Midwest,19,3,3,5,0,14
2023-07,Northeast,26,3,4,7,0,19
2023-07,South,36,11,1,18,0,18
2023-07,West,19,4,2,6,0,13
2023-07,NA,1,0,0,1,0,0
2023-08,Midwest,32,1,1,13,0,19
2023-08,Northeast,28,2,2,8,0,20
2023-08,South,50,14,1,20,0,30
2023-08,West,22,7,3,10,0,12
2023-08,NA,3,0,0,1,0,2
2023-09,Midwest,18,0,1,5,0,13
2023-09,Northeast,22,0,0,8,0,14
2023-09,South,38,0,1,11,0,27
2023-09,West,11,0,2,9,0,2
2023-10,Midwest,19,0,1,6,0,13
2023-10,Northeast,25,0,2,14,0,11
2023-10,South,41,0,4,16,0,25
2023-10,West,19,0,0,12,0,7
2023-10,NA,1,0,0,0,0,1
2023-11,Midwest,26,0,1,12,0,14
2023-11,Northeast,13,0,0,7,0,6
2023-11,South,38,0,3,13,0,25
2023-11,West,15,0,0,10,0,5
2023-11,NA,1,0,0,0,0,1
2023-12,Midwest,12,0,1,3,0,9
2023-12,Northeast,12,0,0,8,0,4
2023-12,South,26,0,8,10,0,16
2023-12,West,14,0,2,5,0,9
2023-12,NA,1,0,1,1,0,0
2024-01,Midwest,23,0,1,10,0,13
2024-01,Northeast,19,0,1,4,0,15
2024-01,South,33,0,4,16,0,17
2024-01,West,18,0,2,8,0,10
2024-01,NA,1,0,0,0,0,1
2024-02,Midwest,11,0,0,5,0,6
2024-02,Northeast,13,0,0,4,0,9
2024-02,South,37,0,2,12,0,25
2024-02,West,15,0,0,6,0,9
2024-03,Midwest,23,0,0,3,0,20
2024-03,Northeast,20,0,0,6,0,14
2024-03,South,38,0,5,10,0,28
2024-03,West,13,0,5,3,0,10
2024-04,Midwest,1,0,0,0,0,1
2024-04,Northeast,6,0,0,1,0,5
2024-04,South,3,0,0,2,0,1
2024-04,West,8,0,0,4,0,4
